investor_id,tx_date,amount,fund_name
INV_191,2023-01-03,25970,Fund_22
INV_116,2023-02-07,24037,Fund_38
INV_161,2023-09-01,44338,Fund_26
INV_131,2023-08-02,47769,Fund_37
INV_185,2024-02-27,47478,Fund_15
INV_167,2023-07-30,45660,Fund_25
INV_186,2024-02-08,17072,Fund_20
INV_180,2023-11-08,48006,Fund_36
INV_149,2023-01-10,36392,Fund_40
INV_121,2023-01-12,7757,Fund_13
INV_136,2024-04-11,27267,Fund_39
INV_161,2023-09-02,2745,Fund_15
INV_143,2023-02-14,15564,Fund_13
INV_115,2023-12-17,23626,Fund_10
INV_199,2023-08-06,46852,Fund_12
INV_101,2023-06-26,28574,Fund_11
INV_158,2024-04-01,43113,Fund_20
INV_135,2024-05-09,8890,Fund_37
INV_171,2024-05-08,33615,Fund_36
INV_124,2023-01-27,16418,Fund_39
INV_115,2024-02-09,10586,Fund_5
INV_109,2024-04-20,33666,Fund_29
INV_164,2023-02-27,44480,Fund_29
INV_151,2023-12-31,26600,Fund_39
INV_179,2023-04-24,13537,Fund_16
INV_106,2023-12-28,9552,Fund_38
INV_134,2023-05-18,4092,Fund_21
INV_183,2023-09-04,23394,Fund_24
INV_187,2023-04-06,1405,Fund_33
INV_172,2023-06-04,21144,Fund_40
INV_179,2023-10-28,25824,Fund_9
INV_118,2023-03-26,39212,Fund_2
INV_188,2023-11-13,15795,Fund_11
INV_179,2023-01-14,24289,Fund_13
INV_128,2023-12-12,33504,Fund_16
INV_149,2023-04-29,37776,Fund_17
INV_143,2023-03-18,25282,Fund_39
INV_145,2023-07-29,20864,Fund_30
INV_162,2024-03-08,29910,Fund_7
INV_197,2024-01-29,40660,Fund_35
INV_114,2023-07-10,4975,Fund_34
INV_156,2024-02-27,29063,Fund_9
INV_148,2023-08-03,41400,Fund_14
INV_115,2023-04-29,46984,Fund_40
INV_153,2023-04-25,49088,Fund_40
INV_118,2023-09-28,37468,Fund_10
INV_193,2023-06-08,40559,Fund_3
INV_180,2024-01-09,11346,Fund_6
INV_143,2023-01-03,20543,Fund_15
INV_105,2023-07-12,35509,Fund_25
INV_168,2023-02-15,18064,Fund_12
INV_116,2024-01-16,25430,Fund_40
INV_157,2023-04-17,13446,Fund_1
INV_156,2023-07-03,10271,Fund_9
INV_160,2023-06-27,41288,Fund_19
INV_111,2023-11-09,28322,Fund_34
INV_168,2023-01-13,4040,Fund_25
INV_138,2023-12-26,10281,Fund_2
INV_112,2024-02-01,15779,Fund_13
INV_187,2023-10-26,23115,Fund_29
INV_154,2023-10-16,30229,Fund_22
INV_150,2024-05-07,3615,Fund_24
INV_103,2023-06-19,45174,Fund_15
INV_117,2024-02-09,11063,Fund_8
INV_138,2023-06-20,12279,Fund_16
INV_132,2023-07-31,6496,Fund_14
INV_143,2023-07-07,47568,Fund_21
INV_199,2023-05-25,2258,Fund_39
INV_151,2024-04-02,13534,Fund_37
INV_126,2023-07-20,37797,Fund_10
INV_143,2023-02-27,11344,Fund_10
INV_152,2023-01-14,46909,Fund_25
INV_181,2024-03-01,43206,Fund_21
INV_120,2023-01-10,17565,Fund_9
INV_183,2023-09-04,23202,Fund_34
INV_139,2023-10-23,28002,Fund_29
INV_189,2024-03-26,7702,Fund_35
INV_196,2023-10-17,12882,Fund_29
INV_104,2023-09-16,13249,Fund_2
INV_102,2023-07-14,2903,Fund_39
INV_199,2023-01-07,34303,Fund_31
INV_196,2023-07-11,20653,Fund_35
INV_149,2024-01-13,3962,Fund_28
INV_115,2023-08-07,35492,Fund_30
INV_176,2023-12-29,47909,Fund_36
INV_135,2023-02-05,10755,Fund_12
INV_195,2024-01-28,2236,Fund_8
INV_140,2024-04-10,8442,Fund_34
INV_193,2023-09-20,44673,Fund_16
INV_168,2023-03-09,21741,Fund_3
INV_158,2023-07-30,14110,Fund_30
INV_181,2023-09-29,35201,Fund_4
INV_148,2024-03-12,17479,Fund_27
INV_189,2023-02-16,1019,Fund_36
INV_188,2023-08-14,13475,Fund_21
INV_159,2023-01-25,16142,Fund_11
INV_177,2023-12-02,26400,Fund_23
INV_127,2023-11-29,42059,Fund_25
INV_157,2023-11-05,10544,Fund_11
INV_117,2023-03-22,19558,Fund_13
INV_151,2023-02-16,34738,Fund_8
INV_103,2023-01-16,41711,Fund_1
INV_196,2023-03-19,14273,Fund_6
INV_179,2023-10-15,30915,Fund_10
INV_150,2023-03-30,2883,Fund_37
INV_151,2024-03-07,41122,Fund_15
INV_153,2024-04-23,40825,Fund_33
INV_143,2023-11-25,30633,Fund_9
INV_182,2023-11-14,19245,Fund_16
INV_179,2023-12-21,10118,Fund_1
INV_121,2024-03-14,45106,Fund_31
INV_157,2023-02-26,41730,Fund_33
INV_168,2023-12-23,13611,Fund_5
INV_100,2023-11-12,38274,Fund_40
INV_112,2023-03-10,27863,Fund_17
INV_192,2023-08-25,18340,Fund_26
INV_137,2023-08-28,16601,Fund_21
INV_121,2023-03-27,38897,Fund_2
INV_174,2023-12-21,37950,Fund_8
INV_135,2023-03-02,35985,Fund_13
INV_183,2024-04-25,21666,Fund_8
INV_156,2023-10-11,29161,Fund_26
INV_138,2023-01-20,17614,Fund_7
INV_101,2024-01-18,39999,Fund_11
INV_198,2023-07-27,14754,Fund_15
INV_193,2023-12-08,31644,Fund_2
INV_168,2023-12-31,15264,Fund_35
INV_129,2023-06-27,42531,Fund_24
INV_149,2024-03-20,28838,Fund_11
INV_175,2023-08-29,34103,Fund_8
INV_127,2023-01-05,28330,Fund_3
INV_113,2023-07-13,20634,Fund_32
INV_146,2023-12-10,34540,Fund_3
INV_184,2023-10-25,1476,Fund_22
INV_190,2024-03-25,41321,Fund_33
INV_189,2024-04-20,49409,Fund_17
INV_190,2024-04-18,40555,Fund_31
INV_173,2023-05-17,9896,Fund_24
INV_191,2023-06-14,48208,Fund_5
INV_196,2024-02-10,35650,Fund_40
INV_185,2023-11-24,40382,Fund_39
INV_186,2023-12-11,22357,Fund_14
INV_126,2023-05-14,30037,Fund_18
INV_117,2023-10-28,31203,Fund_34
INV_169,2024-05-04,1976,Fund_13
INV_176,2024-03-13,30350,Fund_18
INV_199,2024-02-24,42677,Fund_19
INV_163,2023-02-10,45984,Fund_3
INV_131,2023-01-21,26862,Fund_32
INV_102,2023-03-19,48904,Fund_39
INV_197,2023-04-23,1669,Fund_26
INV_141,2023-09-06,20054,Fund_10
INV_136,2023-07-16,34681,Fund_3
INV_167,2023-08-24,41174,Fund_7
INV_127,2023-03-24,7326,Fund_1
INV_107,2023-04-01,13582,Fund_3
INV_192,2023-08-30,39337,Fund_38
INV_140,2023-05-25,48573,Fund_1
INV_134,2023-01-30,49536,Fund_13
INV_191,2024-04-28,19090,Fund_11
INV_183,2023-07-20,43899,Fund_16
INV_196,2023-08-30,36762,Fund_28
INV_185,2023-06-12,22586,Fund_7
INV_120,2024-05-05,12837,Fund_35
INV_186,2023-06-02,14087,Fund_29
INV_133,2023-08-19,29666,Fund_14
INV_193,2024-01-05,23688,Fund_27
INV_198,2023-08-08,47998,Fund_35
INV_149,2023-03-31,2659,Fund_10
INV_121,2023-10-25,44973,Fund_10
INV_163,2023-12-25,2802,Fund_32
INV_191,2024-01-23,25443,Fund_27
INV_105,2023-08-01,25169,Fund_19
INV_102,2024-04-11,43733,Fund_11
INV_148,2023-07-27,47402,Fund_6
INV_170,2023-07-18,18126,Fund_28
INV_149,2023-07-24,2601,Fund_32
INV_196,2024-01-17,14622,Fund_16
INV_136,2024-03-03,35969,Fund_20
INV_189,2023-11-22,45365,Fund_19
INV_167,2023-01-21,18916,Fund_27
INV_135,2024-02-08,18807,Fund_28
INV_148,2024-05-06,29855,Fund_29
INV_136,2023-11-23,48527,Fund_6
INV_129,2024-03-28,46235,Fund_38
INV_185,2024-03-20,30820,Fund_31
INV_122,2024-02-12,3702,Fund_36
INV_139,2024-01-25,21622,Fund_29
INV_178,2024-03-16,48726,Fund_7
INV_142,2023-02-23,18903,Fund_16
INV_176,2023-11-17,38159,Fund_10
INV_163,2023-02-16,36174,Fund_7
INV_120,2023-04-21,49825,Fund_21
INV_147,2024-03-26,3529,Fund_28
INV_135,2023-04-02,25524,Fund_35
INV_111,2024-04-13,23777,Fund_15
INV_152,2023-02-14,16340,Fund_16
INV_191,2023-04-13,43330,Fund_27
INV_170,2023-04-26,17186,Fund_22
INV_125,2023-04-04,21562,Fund_6
INV_105,2023-09-16,1128,Fund_16
INV_184,2024-01-13,27940,Fund_32
INV_182,2023-11-24,25080,Fund_4
INV_134,2023-07-26,37304,Fund_33
INV_104,2024-04-13,46858,Fund_32
INV_113,2023-06-23,6265,Fund_6
INV_192,2023-02-10,15171,Fund_19
INV_164,2024-02-05,33060,Fund_8
INV_136,2024-03-12,38326,Fund_38
INV_105,2023-05-17,40950,Fund_7
INV_178,2024-04-18,33961,Fund_10
INV_180,2023-01-06,33245,Fund_20
INV_182,2023-10-01,19321,Fund_24
INV_135,2024-01-01,6928,Fund_4
INV_145,2023-07-11,27765,Fund_8
INV_173,2023-01-04,6981,Fund_25
INV_197,2024-05-07,34015,Fund_26
INV_121,2023-05-15,13478,Fund_38
INV_170,2023-10-04,26447,Fund_12
INV_104,2023-04-20,1158,Fund_10
INV_143,2023-08-03,38985,Fund_5
INV_118,2023-03-03,33843,Fund_9
INV_173,2023-03-03,2400,Fund_19
INV_174,2023-08-23,28853,Fund_40
INV_164,2023-11-08,3807,Fund_3
INV_144,2023-12-08,42733,Fund_16
INV_166,2024-01-09,43582,Fund_5
INV_180,2023-11-08,23638,Fund_21
INV_123,2024-01-14,16258,Fund_22
INV_140,2023-07-20,47067,Fund_9
INV_153,2023-06-28,33770,Fund_5
INV_196,2023-08-01,14684,Fund_9
INV_161,2023-08-08,23554,Fund_1
INV_150,2023-10-18,9714,Fund_28
INV_104,2024-04-25,39099,Fund_23
INV_176,2024-03-28,24693,Fund_22
INV_121,2024-02-12,18535,Fund_29
INV_195,2023-01-19,39462,Fund_1
INV_155,2023-02-04,40177,Fund_35
INV_145,2023-07-01,31111,Fund_8
INV_194,2023-11-27,9401,Fund_17
INV_102,2024-01-25,46886,Fund_14
INV_126,2023-12-21,21886,Fund_22
INV_182,2023-12-28,6987,Fund_11
INV_166,2024-02-01,29638,Fund_24
INV_131,2024-02-22,26785,Fund_39
INV_103,2024-01-13,43442,Fund_10
INV_157,2023-07-30,33574,Fund_38
INV_109,2023-06-02,1210,Fund_22
INV_187,2024-04-04,28957,Fund_38
INV_111,2023-10-18,40016,Fund_6
INV_199,2023-09-07,31042,Fund_36
INV_122,2023-11-11,3857,Fund_34
INV_186,2023-07-19,8219,Fund_28
INV_116,2023-08-12,31476,Fund_22
INV_192,2023-11-12,14006,Fund_33
INV_158,2023-09-26,4978,Fund_25
INV_160,2023-01-05,4159,Fund_11
INV_160,2024-04-18,3228,Fund_10
INV_187,2023-02-27,44722,Fund_1
INV_111,2024-04-28,27807,Fund_17
INV_180,2024-03-05,18315,Fund_33
INV_144,2023-12-07,42464,Fund_34
INV_130,2023-05-26,22340,Fund_35
INV_120,2023-04-20,40017,Fund_22
INV_160,2023-12-24,38638,Fund_40
INV_105,2023-07-08,30928,Fund_1
INV_123,2023-01-14,31124,Fund_14
INV_154,2024-04-16,21833,Fund_15
INV_142,2024-02-05,21866,Fund_30
INV_140,2024-04-26,24780,Fund_15
INV_142,2024-03-25,18304,Fund_2
INV_159,2023-03-03,40902,Fund_3
INV_147,2023-09-19,27399,Fund_39
INV_136,2023-11-26,26986,Fund_1
INV_159,2024-01-27,33768,Fund_20
INV_139,2023-10-28,45566,Fund_3
INV_177,2023-04-16,12159,Fund_14
INV_118,2023-05-07,8749,Fund_9
INV_188,2023-02-26,19648,Fund_26
INV_161,2023-10-21,34237,Fund_7
INV_174,2024-02-22,25593,Fund_32
INV_106,2024-01-07,19727,Fund_38
INV_154,2023-09-28,46382,Fund_20
INV_158,2023-02-09,14344,Fund_36
INV_108,2024-04-23,8126,Fund_20
INV_124,2023-07-17,44896,Fund_32
INV_109,2023-10-06,48881,Fund_36
INV_174,2023-12-27,49427,Fund_4
INV_195,2023-05-28,33920,Fund_36
INV_148,2023-04-06,18923,Fund_8
INV_165,2023-09-22,27438,Fund_40
INV_171,2023-06-25,45685,Fund_27
INV_163,2023-03-22,5967,Fund_31
INV_185,2023-03-17,22041,Fund_1
INV_181,2023-09-06,12368,Fund_25
INV_107,2023-05-02,10733,Fund_34
INV_153,2023-09-08,9817,Fund_12
INV_106,2023-05-29,42937,Fund_24
INV_106,2023-09-01,6388,Fund_15
INV_148,2023-03-15,49248,Fund_6
INV_192,2023-07-18,33854,Fund_6
INV_109,2023-12-06,19675,Fund_39
INV_113,2024-03-22,39786,Fund_15
INV_127,2023-08-15,18489,Fund_21
INV_106,2023-02-06,14149,Fund_17
INV_139,2023-12-05,26688,Fund_23
INV_132,2023-01-08,38969,Fund_17
INV_187,2023-07-06,1126,Fund_36
INV_128,2023-12-28,8080,Fund_24
INV_142,2023-04-09,18445,Fund_29
INV_110,2024-04-10,14054,Fund_6
INV_157,2023-04-22,45330,Fund_4
INV_164,2023-05-13,24923,Fund_22
INV_144,2023-09-04,38614,Fund_27
INV_176,2023-11-29,5830,Fund_35
INV_154,2023-04-16,32258,Fund_39
INV_184,2023-12-25,7883,Fund_12
INV_170,2023-11-01,40613,Fund_40
INV_182,2023-04-23,20630,Fund_6
INV_169,2023-12-30,42023,Fund_26
INV_195,2023-11-23,39117,Fund_35
INV_105,2024-02-24,31654,Fund_38
INV_173,2023-06-10,27443,Fund_11
INV_184,2024-01-23,46301,Fund_40
INV_132,2024-03-03,22990,Fund_35
INV_138,2023-07-12,25870,Fund_7
INV_160,2023-07-05,49704,Fund_4
INV_192,2024-05-07,12774,Fund_7
INV_164,2023-07-22,24665,Fund_30
INV_121,2023-03-21,5382,Fund_12
INV_196,2024-01-22,17815,Fund_26
INV_168,2024-03-12,37972,Fund_4
INV_115,2023-07-22,33102,Fund_31
INV_158,2023-04-27,40226,Fund_35
INV_143,2023-10-31,19661,Fund_21
